ride_id,route_id,vehicle_type,boarding_stop,alighting_stop,passenger_count,fare,timestamp
357,92,Metro,Stop_9,Stop_29,20,23.08,2025-02-18 17:38:00
358,76,Tram,Stop_22,Stop_39,56,31.0,2025-03-03 12:45:00
359,38,Bus,Stop_13,Stop_34,83,18.85,2025-02-09 07:58:00
360,36,Bus,Stop_25,Stop_43,39,26.47,2025-02-01 14:42:00
361,41,Tram,Stop_48,Stop_45,51,40.69,2025-02-15 01:04:00
362,69,Bus,Stop_18,Stop_23,12,49.16,2025-02-28 13:31:00
363,13,Metro,Stop_12,Stop_5,79,46.96,2025-03-05 06:36:00
364,87,Bus,Stop_40,Stop_30,95,47.02,2025-02-22 09:45:00
365,58,Tram,Stop_17,Stop_6,55,23.1,2025-02-04 14:44:00
366,50,Tram,Stop_15,Stop_46,78,26.1,2025-02-21 01:25:00
367,30,Metro,Stop_42,Stop_44,11,36.75,2025-02-28 19:36:00
368,62,Tram,Stop_15,Stop_4,26,46.5,2025-02-03 05:23:00
369,25,Metro,Stop_15,Stop_29,42,11.39,2025-02-02 13:24:00
370,27,Bus,Stop_39,Stop_23,27,18.69,2025-02-23 18:26:00
371,51,Bus,Stop_13,Stop_6,11,11.27,2025-03-07 13:53:00
372,78,Metro,Stop_17,Stop_32,38,32.54,2025-02-03 03:23:00
373,57,Metro,Stop_32,Stop_42,98,18.78,2025-02-15 23:44:00
374,47,Tram,Stop_9,Stop_18,43,19.67,2025-02-06 22:01:00
375,39,Bus,Stop_40,Stop_15,19,8.19,2025-02-24 07:01:00
376,16,Metro,Stop_20,Stop_40,64,20.74,2025-02-21 04:23:00
377,22,Bus,Stop_26,Stop_32,6,43.81,2025-02-04 06:52:00
378,85,Metro,Stop_27,Stop_9,46,15.49,2025-02-20 02:38:00
379,54,Bus,Stop_21,Stop_37,42,36.28,2025-02-28 11:23:00
380,21,Tram,Stop_18,Stop_10,92,33.33,2025-02-28 14:32:00
381,72,Bus,Stop_13,Stop_20,65,43.86,2025-02-21 14:57:00
382,16,Bus,Stop_16,Stop_6,99,10.95,2025-02-02 18:47:00
383,59,Bus,Stop_9,Stop_48,72,48.99,2025-02-12 04:41:00
384,31,Bus,Stop_12,Stop_3,59,31.22,2025-02-02 03:54:00
385,42,Bus,Stop_44,Stop_42,52,49.8,2025-02-08 13:15:00
386,74,Tram,Stop_38,Stop_11,47,46.02,2025-03-03 19:00:00
387,32,Metro,Stop_19,Stop_43,7,14.97,2025-02-01 12:19:00
388,59,Bus,Stop_7,Stop_17,11,7.53,2025-02-02 01:45:00
389,34,Tram,Stop_35,Stop_32,61,16.5,2025-02-21 05:40:00
390,9,Bus,Stop_48,Stop_4,68,28.74,2025-02-07 11:27:00
391,81,Bus,Stop_18,Stop_4,25,12.72,2025-02-04 13:27:00
392,11,Metro,Stop_16,Stop_17,12,12.54,2025-02-17 04:51:00
393,96,Bus,Stop_39,Stop_41,26,25.82,2025-02-16 23:24:00
394,10,Tram,Stop_4,Stop_19,12,6.5,2025-03-02 01:13:00
395,86,Tram,Stop_25,Stop_5,43,10.48,2025-02-08 06:52:00
396,17,Metro,Stop_32,Stop_32,51,23.71,2025-02-10 13:09:00
397,68,Bus,Stop_40,Stop_22,37,7.84,2025-02-17 07:48:00
398,48,Tram,Stop_13,Stop_6,46,22.85,2025-02-07 06:45:00
399,52,Bus,Stop_45,Stop_35,53,26.33,2025-02-14 23:16:00
400,25,Bus,Stop_17,Stop_22,88,25.31,2025-02-13 23:07:00
401,21,Bus,Stop_49,Stop_1,80,44.11,2025-02-07 14:41:00
402,65,Metro,Stop_37,Stop_20,13,28.85,2025-02-07 00:29:00
403,63,Bus,Stop_6,Stop_22,89,26.06,2025-02-19 23:02:00
404,89,Tram,Stop_19,Stop_48,54,23.48,2025-02-08 20:03:00
405,51,Bus,Stop_13,Stop_11,57,41.79,2025-02-22 11:35:00
406,36,Tram,Stop_26,Stop_13,4,45.28,2025-02-05 20:38:00
407,81,Bus,Stop_14,Stop_42,75,43.4,2025-02-21 00:06:00
408,88,Tram,Stop_31,Stop_3,96,35.31,2025-02-22 23:04:00
409,66,Tram,Stop_4,Stop_9,49,11.18,2025-02-10 08:00:00
410,15,Bus,Stop_39,Stop_12,7,17.46,2025-03-04 13:45:00
411,96,Bus,Stop_8,Stop_23,11,7.07,2025-03-05 07:01:00
412,39,Tram,Stop_25,Stop_14,92,46.89,2025-02-16 03:17:00
413,70,Metro,Stop_13,Stop_33,54,34.74,2025-02-01 21:09:00
414,1,Bus,Stop_32,Stop_18,87,38.59,2025-02-06 11:08:00
415,23,Metro,Stop_38,Stop_49,45,19.02,2025-02-22 00:11:00
416,39,Bus,Stop_38,Stop_41,23,43.05,2025-02-09 14:13:00
417,57,Bus,Stop_28,Stop_9,28,16.68,2025-02-14 04:27:00
418,81,Bus,Stop_30,Stop_23,57,5.07,2025-02-27 21:29:00
419,34,Bus,Stop_3,Stop_10,26,21.94,2025-02-11 22:14:00
420,41,Metro,Stop_28,Stop_19,25,30.68,2025-03-02 11:09:00
421,93,Bus,Stop_3,Stop_47,54,26.54,2025-03-01 16:57:00
422,73,Tram,Stop_45,Stop_5,29,43.79,2025-03-01 00:05:00
423,13,Tram,Stop_34,Stop_47,83,9.74,2025-02-13 13:04:00
424,70,Metro,Stop_16,Stop_23,97,29.92,2025-02-06 20:33:00
425,6,Bus,Stop_22,Stop_30,36,28.08,2025-03-06 15:01:00
426,84,Tram,Stop_32,Stop_25,14,17.66,2025-02-07 07:51:00
427,52,Metro,Stop_38,Stop_28,78,42.0,2025-02-27 16:50:00
428,3,Bus,Stop_8,Stop_34,35,38.88,2025-03-06 12:07:00
429,81,Tram,Stop_8,Stop_45,30,37.98,2025-02-11 10:47:00
430,63,Tram,Stop_6,Stop_48,92,44.43,2025-02-06 14:44:00
431,49,Metro,Stop_14,Stop_47,17,37.53,2025-02-16 02:31:00
432,76,Bus,Stop_32,Stop_25,67,15.43,2025-02-12 10:13:00
433,47,Bus,Stop_35,Stop_10,80,36.75,2025-02-15 02:28:00
434,55,Tram,Stop_10,Stop_14,30,18.85,2025-02-28 01:28:00
435,64,Tram,Stop_3,Stop_42,93,15.9,2025-02-21 21:17:00
436,65,Tram,Stop_12,Stop_46,45,8.29,2025-03-02 21:26:00
437,81,Bus,Stop_49,Stop_30,79,38.48,2025-02-25 03:35:00
438,67,Metro,Stop_31,Stop_41,89,37.0,2025-03-06 17:30:00
439,90,Metro,Stop_29,Stop_25,51,15.55,2025-03-05 00:17:00
440,15,Bus,Stop_5,Stop_14,47,38.72,2025-02-18 00:23:00
441,32,Metro,Stop_25,Stop_35,53,46.3,2025-02-02 22:19:00
442,96,Tram,Stop_41,Stop_48,64,9.86,2025-02-15 19:04:00
443,68,Metro,Stop_31,Stop_34,38,15.47,2025-02-01 12:35:00
444,18,Metro,Stop_21,Stop_10,64,38.76,2025-02-28 06:23:00
445,83,Metro,Stop_20,Stop_35,87,17.35,2025-03-02 19:55:00
446,43,Tram,Stop_39,Stop_11,89,33.11,2025-03-02 08:41:00
447,35,Bus,Stop_22,Stop_11,7,8.65,2025-02-13 02:00:00
448,78,Tram,Stop_4,Stop_21,22,25.35,2025-02-28 20:35:00
449,58,Bus,Stop_13,Stop_21,81,38.26,2025-02-10 21:29:00
450,33,Bus,Stop_45,Stop_22,82,35.89,2025-03-06 02:07:00
451,14,Bus,Stop_42,Stop_45,41,41.68,2025-03-05 12:25:00
452,34,Metro,Stop_50,Stop_7,74,44.49,2025-03-04 03:05:00
453,61,Metro,Stop_49,Stop_17,10,39.79,2025-02-18 02:00:00
454,4,Bus,Stop_20,Stop_2,57,35.22,2025-02-27 04:26:00
455,88,Bus,Stop_13,Stop_12,7,6.43,2025-02-14 08:22:00
456,59,Metro,Stop_17,Stop_42,50,29.07,2025-02-24 06:25:00
457,29,Tram,Stop_36,Stop_18,91,6.7,2025-02-28 01:28:00
458,83,Bus,Stop_33,Stop_11,52,41.36,2025-03-01 13:39:00
459,6,Tram,Stop_1,Stop_16,33,19.43,2025-03-07 07:03:00
460,97,Metro,Stop_15,Stop_49,1,30.31,2025-03-01 16:22:00
461,49,Bus,Stop_13,Stop_18,53,17.58,2025-02-21 05:48:00
462,40,Tram,Stop_17,Stop_35,60,40.21,2025-02-16 11:42:00
463,83,Tram,Stop_24,Stop_26,34,44.89,2025-02-02 19:43:00
464,65,Tram,Stop_8,Stop_16,4,22.94,2025-02-07 00:06:00
465,69,Metro,Stop_50,Stop_6,17,43.83,2025-02-10 09:43:00
466,27,Metro,Stop_27,Stop_44,4,17.02,2025-02-21 02:40:00
467,80,Tram,Stop_45,Stop_43,43,29.06,2025-02-16 19:45:00
468,6,Tram,Stop_23,Stop_47,90,43.64,2025-02-09 21:37:00
469,13,Metro,Stop_46,Stop_47,4,19.66,2025-02-22 19:26:00
470,64,Tram,Stop_8,Stop_48,1,47.93,2025-02-17 06:56:00
471,62,Tram,Stop_8,Stop_42,71,10.48,2025-02-17 12:17:00
472,99,Metro,Stop_26,Stop_12,94,5.82,2025-02-15 12:34:00
473,19,Tram,Stop_47,Stop_13,50,45.69,2025-02-21 12:33:00
474,76,Tram,Stop_13,Stop_4,73,8.09,2025-02-17 08:28:00
475,80,Tram,Stop_39,Stop_39,61,49.64,2025-02-26 21:05:00
476,43,Metro,Stop_37,Stop_2,35,47.81,2025-03-01 06:21:00
477,74,Tram,Stop_49,Stop_26,8,11.17,2025-02-05 16:07:00
478,89,Metro,Stop_28,Stop_27,24,29.19,2025-03-04 04:44:00
479,20,Metro,Stop_25,Stop_27,83,13.32,2025-02-23 12:27:00
480,95,Bus,Stop_16,Stop_15,36,24.27,2025-02-12 14:12:00
481,68,Bus,Stop_2,Stop_8,50,7.76,2025-02-22 23:05:00
482,44,Tram,Stop_18,Stop_7,43,15.08,2025-02-18 07:18:00
483,23,Metro,Stop_17,Stop_47,27,21.35,2025-03-01 17:55:00
484,2,Bus,Stop_30,Stop_46,32,24.74,2025-03-01 13:36:00
485,22,Tram,Stop_39,Stop_40,78,48.99,2025-03-07 05:30:00
486,57,Bus,Stop_13,Stop_12,18,41.35,2025-03-07 06:25:00
487,72,Bus,Stop_32,Stop_13,28,38.18,2025-02-11 19:37:00
488,7,Metro,Stop_50,Stop_43,29,29.17,2025-02-14 14:59:00
489,78,Metro,Stop_29,Stop_17,16,42.8,2025-03-05 02:40:00
490,56,Bus,Stop_46,Stop_17,99,20.27,2025-02-24 09:50:00
491,67,Bus,Stop_30,Stop_36,47,36.9,2025-02-26 23:08:00
492,16,Metro,Stop_18,Stop_21,59,49.72,2025-02-12 05:55:00
493,83,Tram,Stop_13,Stop_8,31,19.16,2025-02-20 05:29:00
494,51,Metro,Stop_43,Stop_5,4,35.33,2025-02-08 17:54:00
495,82,Bus,Stop_21,Stop_26,37,42.99,2025-02-28 04:01:00
496,80,Tram,Stop_30,Stop_16,17,46.21,2025-02-21 10:12:00
497,72,Bus,Stop_21,Stop_36,39,37.31,2025-02-15 19:41:00
498,97,Tram,Stop_48,Stop_28,48,17.76,2025-02-23 05:38:00
499,12,Bus,Stop_17,Stop_29,46,19.68,2025-02-07 08:25:00
500,53,Tram,Stop_40,Stop_47,90,5.93,2025-03-02 08:22:00
